ticker,Date,TVol,TXN,TV,OP,HP,LP,CP,Dir,CHG,LBBP,LBBV,LBSP,LBSV,PER
069745,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,100.0,86.50
069746,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,100.0,78.10
069747,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,100.0,482.00
069748,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.31,499.0,0.32,100.0,209.50
069749,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.44,100.0,0.45,100.0,75.80
069750,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,100.0,136.00
069751,20210129,1000.0,1.0,960,0.96,0.96,0.96,0.96,-,0.11,0.96,99.0,0.97,10.0,0.00
069752,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.06,499.0,0.08,100.0,0.00
069753,20210129,350000.0,9.0,"26,400",0.08,0.08,0.07,0.08,-,0.01,0.07,499.0,0.08,499.0,0.00
069754,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.32,20.0,0.33,110.0,405.50
069755,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,10.0,0.02,10.0,42.45
069756,20210129,2000.0,2.0,"7,370",3.67,3.7,3.67,3.7,+,0.34,3.34,10.0,3.35,10.0,574.00
069757,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.57,10.0,2.58,10.0,591.00
069758,20210129,3000.0,1.0,"4,560",1.52,1.52,1.52,1.52,X,0.0,1.34,10.0,1.35,10.0,269.50
069759,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,10.0,"2,940.00"
069760,20210129,757000.0,16.0,"394,940",0.45,0.6,0.43,0.43,-,0.02,0.39,10.0,0.4,10.0,73.80
069761,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.29,10.0,0.3,10.0,86.50
069762,20210129,60000.0,1.0,"37,200",0.62,0.62,0.62,0.62,-,0.07,0.6,10.0,0.61,10.0,75.80
069763,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.49,499.0,1.5,300.0,75.20
069764,20210129,0.0,0.0,0,--,--,--,--, ,0.0,8.55,100.0,--,0.0,50.00
069765,20210129,0.0,0.0,0,--,--,--,--, ,0.0,9.4,100.0,--,0.0,50.00
069766,20210129,0.0,0.0,0,--,--,--,--, ,0.0,7.8,100.0,--,0.0,50.00
069767,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,42.45
069768,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.23,100.0,--,0.0,591.00
069769,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.25,100.0,0.26,50.0,52.10
069770,20210129,150000.0,2.0,"112,300",0.73,0.75,0.73,0.75,+,0.01,--,0.0,--,0.0,66.70
069771,20210129,0.0,0.0,0,--,--,--,--, ,0.0,4.48,100.0,--,0.0,79.90
069772,20210129,317000.0,9.0,"162,340",0.57,0.57,0.45,0.45,-,0.13,0.44,10.0,0.45,50.0,8.34
069773,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.82,100.0,1.87,10.0,65.90
069774,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.08,100.0,0.09,50.0,86.50
069775,20210129,3000.0,1.0,"1,020",0.34,0.34,0.34,0.34,-,0.05,0.32,100.0,0.33,50.0,86.50
069776,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,395.00
069777,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,142.00
069778,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.02,100.0,--,0.0,12.10
069779,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.27,100.0,0.28,50.0,28.20
069780,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.59,100.0,0.62,10.0,260.00
069781,20210129,3000.0,1.0,480,0.16,0.16,0.16,0.16,X,0.0,0.13,100.0,0.14,50.0,44.90
069782,20210129,250000.0,3.0,"90,000",0.41,0.41,0.22,0.22,X,0.0,0.19,100.0,0.2,50.0,77.60
069783,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.28,10.0,3.36,10.0,0.00
069784,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.05,10.0,3.15,10.0,0.00
069785,20210129,27000.0,3.0,"123,350",5.25,5.25,4.05,4.05,-,1.5,3.43,6.0,--,0.0,111.50
069786,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.26,10.0,0.27,10.0,20.90
069787,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.04,10.0,0.11,10.0,127.50
069788,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.16,100.0,3.25,10.0,574.00
069789,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.86,100.0,3.96,10.0,591.00
069790,20210129,0.0,0.0,0,--,--,--,--, ,0.0,5.5,100.0,5.8,15.0,591.00
069791,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,45.20
069792,20210129,20000.0,1.0,"15,800",0.79,0.79,0.79,0.79,X,0.0,0.82,100.0,0.92,10.0,189.00
069793,20210129,110000.0,3.0,"1,400",0.02,0.02,0.01,0.01,X,0.0,0.01,100.0,0.05,5.0,52.10
069794,20210129,45000.0,3.0,"17,150",0.42,0.42,0.35,0.35,-,0.06,0.33,100.0,0.39,50.0,130.50
069795,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,86.50
069796,20210129,35000.0,3.0,"9,200",0.3,0.3,0.22,0.22,X,0.0,0.23,100.0,0.24,100.0,66.70
069797,20210129,11000.0,1.0,"13,750",1.25,1.25,1.25,1.25,-,0.05,1.14,100.0,1.22,50.0,65.90
069798,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,45.0,86.50
069799,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.02,100.0,0.1,10.0,482.00
069800,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.48,100.0,1.58,10.0,519.00
069801,20210129,49000.0,2.0,"10,290",0.21,0.21,0.21,0.21,X,0.0,0.17,100.0,0.18,100.0,293.50
069802,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.11,100.0,0.21,10.0,209.50
069803,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.81,100.0,1.91,10.0,236.00
069804,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.95,100.0,2.05,10.0,226.00
069805,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.03,25.0,1.04,10.0,27.40
069806,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.67,25.0,3.77,10.0,"1,000.00"
069807,20210129,192000.0,5.0,"99,580",0.64,0.64,0.46,0.46,-,0.15,0.41,25.0,0.42,10.0,52.10
069808,20210129,456000.0,9.0,"492,890",1.1,1.11,0.96,1.01,-,0.02,0.77,25.0,0.78,10.0,66.70
069809,20210129,0.0,0.0,0,--,--,--,--, ,0.0,4.04,25.0,4.14,10.0,175.00
069810,20210129,281000.0,5.0,"30,900",0.1,0.11,0.1,0.11,+,0.01,0.09,50.0,0.15,50.0,37.00
069811,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.07,25.0,0.08,10.0,20.90
069812,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.09,25.0,0.1,10.0,8.05
069813,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.48,25.0,2.58,10.0,394.00
069814,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.06,25.0,3.11,10.0,394.00
069815,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.13,25.0,0.14,10.0,86.50
069816,20210129,410000.0,2.0,"82,100",0.2,0.21,0.2,0.21,-,0.08,0.21,40.0,0.22,10.0,216.00
069817,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.09,25.0,0.1,10.0,175.50
069818,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.07,25.0,0.08,10.0,28.15
069819,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.34,25.0,0.35,10.0,66.20
069820,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.14,25.0,0.15,10.0,75.80
069821,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,25.0,0.02,10.0,112.50
069822,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.07,25.0,0.08,10.0,109.50
069823,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.2,499.0,0.21,499.0,86.50
069824,20210129,6000.0,2.0,"2,510",0.44,0.44,0.31,0.31,-,0.06,0.32,499.0,0.33,499.0,77.60
069825,20210129,253000.0,16.0,"717,000",2.82,2.91,2.8,2.8,+,0.02,2.7,25.0,2.71,25.0,29.60
069826,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,25.0,0.04,10.0,7.64
069827,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.03,25.0,0.04,10.0,7.64
069828,20210129,61000.0,7.0,"77,960",1.32,1.32,1.24,1.27,-,0.02,1.22,25.0,1.23,25.0,40.90
069829,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.68,25.0,0.69,25.0,101.00
069830,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.97,25.0,0.99,10.0,220.50
069831,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.64,25.0,1.71,10.0,220.50
069832,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.19,25.0,1.2,25.0,220.50
069833,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,86.50
069834,20210129,205000.0,6.0,"153,750",0.78,0.78,0.73,0.75,-,0.02,0.71,25.0,0.72,25.0,86.50
069835,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.71,10.0,--,0.0,0.00
069836,20210129,200000.0,1.0,"86,000",0.43,0.43,0.43,0.43,-,0.01,0.41,25.0,0.43,10.0,40.45
069837,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.92,25.0,1.02,10.0,42.85
069838,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.44,25.0,0.54,10.0,28.70
069839,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.07,25.0,0.17,10.0,40.90
069840,20210129,50000.0,3.0,"40,600",0.84,0.84,0.78,0.78,-,0.11,--,0.0,0.67,10.0,52.10
069841,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.03,25.0,0.13,10.0,78.20
069842,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,29.75
069843,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.02,25.0,0.12,10.0,86.50
069844,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,86.50
069845,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,261.00
069846,20210129,0.0,0.0,0,--,--,--,--, ,0.0,4.25,25.0,4.35,10.0,226.00
069847,20210129,0.0,0.0,0,--,--,--,--, ,0.0,6.55,25.0,7.05,10.0,226.00
069848,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.02,25.0,0.12,10.0,38.75
069849,20210129,577000.0,11.0,"110,900",0.22,0.22,0.18,0.18,-,0.05,0.18,499.0,0.19,30.0,"2,940.00"
069850,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,100.0,40.45
069851,20210129,0.0,0.0,0,--,--,--,--, ,0.0,8.15,499.0,8.3,100.0,50.00
069852,20210129,0.0,0.0,0,--,--,--,--, ,0.0,5.3,499.0,--,0.0,591.00
069853,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.08,100.0,0.09,100.0,25.15
069854,20210129,100000.0,10.0,"1,000",0.01,0.01,0.01,0.01, ,0.0,--,0.0,0.01,100.0,52.10
069855,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,499.0,0.02,100.0,66.70
069856,20210129,3000.0,3.0,"8,480",2.62,3.01,2.62,3.01,+,0.39,2.71,499.0,2.81,100.0,875.00
069857,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,100.0,"2,940.00"
069858,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,100.0,86.50
069859,20210129,83000.0,14.0,"320,950",4.36,4.36,3.12,3.12,-,2.38,--,0.0,3.1,100.0,84.00
069860,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.25,100.0,0.26,100.0,23.65
069861,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.9,499.0,1.95,100.0,226.00
069862,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.11,100.0,0.14,100.0,33.65
069863,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.02,100.0,44.90
069864,20210129,13000.0,4.0,"15,690",1.23,1.23,1.09,1.09,-,0.07,1.0,100.0,1.02,10.0,0.00
069865,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.24,10.0,40.15
069866,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,37.80
069867,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.52,25.0,3.62,10.0,574.00
069868,20210129,0.0,0.0,0,--,--,--,--, ,0.0,10.5,25.0,--,0.0,591.00
069869,20210129,0.0,0.0,0,--,--,--,--, ,0.0,10.1,499.0,--,0.0,0.00
069870,20210129,0.0,0.0,0,--,--,--,--, ,0.0,11.6,499.0,--,0.0,0.00
069871,20210129,0.0,0.0,0,--,--,--,--, ,0.0,11.5,499.0,--,0.0,0.00
069872,20210129,10000.0,1.0,"24,200",2.42,2.42,2.42,2.42,-,0.06,2.41,10.0,--,0.0,29.60
069873,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.41,10.0,2.42,10.0,56.50
069874,20210129,402000.0,2.0,"180,980",0.49,0.49,0.45,0.45,-,0.07,0.36,10.0,0.37,10.0,23.25
069875,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.49,10.0,1.5,10.0,395.00
069876,20210129,30000.0,3.0,"5,400",0.18,0.18,0.18,0.18,-,0.02,0.14,10.0,0.15,10.0,293.50
069877,20210129,32000.0,2.0,"17,920",0.56,0.56,0.56,0.56,-,0.12,0.57,12.0,0.58,10.0,265.50
069878,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,25.0,0.02,10.0,135.50
069879,20210129,28000.0,4.0,"28,100",1.0,1.04,1.0,1.0,+,0.02,0.89,25.0,0.9,10.0,65.90
069880,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.05,25.0,0.06,10.0,260.00
069881,20210129,0.0,0.0,0,--,--,--,--, ,0.0,4.24,25.0,4.34,10.0,226.00
069882,20210129,0.0,0.0,0,--,--,--,--, ,0.0,5.2,499.0,5.7,10.0,0.00
069883,20210129,0.0,0.0,0,--,--,--,--, ,0.0,4.62,499.0,4.72,10.0,0.00
069884,20210129,0.0,0.0,0,--,--,--,--, ,0.0,4.83,499.0,4.93,10.0,0.00
069885,20210129,0.0,0.0,0,--,--,--,--, ,0.0,7.1,499.0,7.6,10.0,0.00
069886,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.9,50.0,1.0,10.0,27.40
069887,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.54,50.0,0.64,10.0,27.40
069888,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.41,100.0,0.42,50.0,405.50
069889,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.3,100.0,0.31,50.0,28.70
069890,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.17,100.0,0.18,50.0,396.00
069891,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.27,100.0,0.28,50.0,396.00
069892,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,282.50
069893,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.91,100.0,4.01,10.0,591.00
069894,20210129,0.0,0.0,0,--,--,--,--, ,0.0,5.05,100.0,5.2,10.0,591.00
069895,20210129,0.0,0.0,0,--,--,--,--, ,0.0,4.45,100.0,4.55,10.0,591.00
069896,20210129,0.0,0.0,0,--,--,--,--, ,0.0,5.2,100.0,5.35,10.0,591.00
069897,20210129,140000.0,4.0,"187,200",1.42,1.42,1.3,1.34,+,0.06,0.86,100.0,0.87,10.0,27.05
069898,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.6,100.0,1.68,10.0,286.50
069899,20210129,1037000.0,15.0,"770,220",0.8,0.83,0.61,0.65,-,0.12,--,0.0,0.68,5.0,66.70
069900,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.4,100.0,0.43,50.0,105.00
069901,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,101.00
069902,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.03,100.0,0.04,50.0,101.00
069903,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,28.45
069904,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.03,100.0,0.13,10.0,28.45
069905,20210129,8000.0,4.0,"3,140",0.38,0.41,0.37,0.37,X,0.0,0.35,100.0,0.36,50.0,86.50
069906,20210129,50000.0,1.0,"29,000",0.58,0.58,0.58,0.58,X,0.0,0.46,100.0,0.47,50.0,92.40
069907,20210129,88000.0,1.0,"4,400",0.05,0.05,0.05,0.05,X,0.0,0.05,100.0,0.06,50.0,92.40
069908,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,42.60
069909,20210129,170000.0,6.0,"31,700",0.23,0.23,0.13,0.13,-,0.09,0.12,100.0,0.13,50.0,260.00
069910,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.2,100.0,0.21,50.0,265.50
069911,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.4,100.0,0.41,50.0,265.50
069912,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.03,100.0,0.04,50.0,77.60
069913,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.02,10.0,0.08,10.0,0.00
069914,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,100.0,0.68,52.0,37.80
069915,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.71,100.0,--,0.0,574.00
069916,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.4,100.0,0.5,10.0,25.15
069917,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.21,100.0,0.22,100.0,286.50
069918,20210129,52000.0,2.0,"28,880",0.56,0.56,0.44,0.44,X,0.0,0.43,100.0,0.45,100.0,66.70
069919,20210129,15000.0,1.0,"10,500",0.7,0.7,0.7,0.7, ,0.0,0.65,100.0,0.73,50.0,65.90
069920,20210129,800000.0,2.0,"148,000",0.2,0.2,0.17,0.17,-,0.02,0.15,100.0,0.16,100.0,86.50
069921,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.24,100.0,0.25,100.0,86.50
069922,20210129,656000.0,7.0,"297,890",0.5,0.5,0.45,0.46,-,0.02,0.43,100.0,0.44,100.0,86.50
069923,20210129,100000.0,1.0,"32,000",0.32,0.32,0.32,0.32,X,0.0,0.28,100.0,--,0.0,23.65
069924,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,260.00
069925,20210129,0.0,0.0,0,--,--,--,--, ,0.0,6.35,499.0,6.85,10.0,0.00
069926,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.15,499.0,3.25,10.0,0.00
069927,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.3,499.0,0.31,504.0,405.50
069928,20210129,0.0,0.0,0,--,--,--,--, ,0.0,4.39,499.0,4.43,10.0,50.00
069929,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.64,10.0,1.74,10.0,591.00
069930,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.89,408.0,0.9,408.0,286.50
069931,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.37,10.0,1.47,10.0,875.00
069932,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.02,30.0,"2,940.00"
069933,20210129,2000.0,1.0,"1,160",0.58,0.58,0.58,0.58,+,0.03,0.53,10.0,0.54,10.0,65.90
069934,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.59,108.0,1.63,10.0,394.00
069935,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,174.50
069936,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.74,499.0,2.8,10.0,226.00
069937,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.18,208.0,2.27,10.0,0.00
069938,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.2,25.0,0.25,10.0,20.90
069939,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.71,25.0,0.72,25.0,86.50
069940,20210129,128000.0,9.0,"72,720",0.59,0.59,0.54,0.55,-,0.02,0.53,25.0,0.54,25.0,86.50
069941,20210129,156000.0,7.0,"229,050",1.61,1.61,1.41,1.41,-,0.22,1.4,30.0,1.41,25.0,78.10
069942,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.65,25.0,0.66,25.0,155.00
069943,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.06,25.0,0.07,25.0,115.00
069944,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,300.0,0.1,10.0,0.00
069945,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,10.0,--,0.0,0.00
069946,20210129,0.0,0.0,0,--,--,--,--, ,0.0,7.45,499.0,--,0.0,574.00
069947,20210129,20000.0,2.0,"27,900",1.4,1.4,1.39,1.39,+,0.03,1.3,499.0,1.32,10.0,65.90
069948,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.4,10.0,3.5,10.0,395.00
069949,20210129,105000.0,6.0,"78,250",0.8,0.8,0.71,0.71,-,0.09,0.71,15.0,0.72,10.0,97.40
069950,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.12,499.0,1.16,100.0,20.90
069951,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,111.50
069952,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,100.0,19.95
069953,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,130.50
069954,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.9,499.0,0.91,100.0,86.50
069955,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,100.0,482.00
069956,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.03,100.0,140.50
069957,20210129,9000.0,1.0,180,0.02,0.02,0.02,0.02,X,0.0,0.02,499.0,0.03,100.0,155.00
069958,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,100.0,134.00
069959,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,260.00
069960,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,121.00
069961,20210129,3000.0,2.0,"1,210",0.41,0.41,0.4,0.4,-,0.01,0.36,100.0,0.37,30.0,0.00
069962,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.4,499.0,--,0.0,0.00
069963,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.11,499.0,0.12,100.0,0.00
069964,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,25.0,0.11,10.0,27.40
069965,20210129,1000.0,1.0,150,0.15,0.15,0.15,0.15,-,0.01,0.13,25.0,0.14,10.0,78.90
069966,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.87,25.0,3.97,10.0,875.00
069967,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.78,25.0,0.88,10.0,78.20
069968,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,86.50
069969,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.07,25.0,0.08,10.0,293.50
069970,20210129,200000.0,6.0,"62,000",0.32,0.32,0.3,0.3,-,0.04,0.3,25.0,0.31,10.0,44.90
069971,20210129,0.0,0.0,0,--,--,--,--, ,0.0,10.3,25.0,10.4,10.0,111.50
069972,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.05,30.0,27.05
069973,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,86.50
069974,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.89,10.0,3.95,10.0,226.00
069975,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.17,100.0,0.27,10.0,77.40
069976,20210129,0.0,0.0,0,--,--,--,--, ,0.0,4.74,100.0,--,0.0,111.50
069977,20210129,113000.0,5.0,"136,370",1.29,1.29,1.11,1.11,-,0.13,1.06,100.0,1.09,50.0,21.45
069978,20210129,49000.0,9.0,"238,120",5.35,5.35,3.68,3.68,-,0.83,3.4,100.0,3.5,10.0,591.00
069979,20210129,99000.0,7.0,"207,650",2.15,2.15,1.92,1.92,-,0.08,1.88,100.0,1.92,45.0,591.00
06997P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,325.0,0.00
069980,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,24.75
069981,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.29,100.0,--,0.0,17.60
069982,20210129,158000.0,6.0,"44,230",0.29,0.29,0.26,0.26,-,0.02,0.26,100.0,0.27,100.0,"2,940.00"
069983,20210129,6000.0,1.0,"4,980",0.83,0.83,0.83,0.83,+,0.02,0.77,100.0,0.85,50.0,65.90
069984,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,400.0,0.1,10.0,482.00
069985,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.21,100.0,0.31,10.0,134.00
069986,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,44.90
069987,20210129,200000.0,2.0,"810,000",4.05,4.05,4.05,4.05,X,0.0,3.66,100.0,3.67,100.0,111.50
069988,20210129,58000.0,20.0,"75,370",1.67,1.67,0.88,1.0,-,0.38,1.0,8.0,1.01,10.0,27.05
069989,20210129,190000.0,5.0,"194,500",1.05,1.07,0.96,0.96,-,0.12,0.97,10.0,0.98,10.0,286.50
069990,20210129,2000.0,1.0,"3,980",1.99,1.99,1.99,1.99,X,0.0,1.78,10.0,1.79,10.0,875.00
069991,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.21,10.0,0.22,10.0,20.90
069992,20210129,1000.0,1.0,"1,100",1.1,1.1,1.1,1.1,X,0.0,1.06,10.0,1.07,10.0,65.90
069993,20210129,0.0,0.0,0,--,--,--,--, ,0.0,4.18,10.0,--,0.0,0.00
069994,20210129,20000.0,2.0,"2,200",0.11,0.11,0.11,0.11,X,0.0,0.08,10.0,--,0.0,0.00
069995,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.03,25.0,0.04,25.0,451.50
069996,20210129,18000.0,6.0,"40,360",2.3,2.3,2.11,2.11,-,0.23,2.09,25.0,2.11,23.0,198.00
069997,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.57,25.0,1.58,25.0,198.00
069998,20210129,34000.0,6.0,"37,070",1.14,1.15,1.06,1.06,-,0.01,1.05,25.0,1.06,7.0,65.90
069999,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.03,100.0,0.04,50.0,40.15
070000,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.72,100.0,0.76,10.0,20.90
070001,20210129,0.0,0.0,0,--,--,--,--, ,0.0,6.35,100.0,--,0.0,50.00
070002,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.46,100.0,2.56,10.0,591.00
