ticker,Date,TVol,TXN,TV,OP,HP,LP,CP,Dir,CHG,LBBP,LBBV,LBSP,LBSV,PER
069481,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,42.45
069482,20210129,0.0,0.0,0,--,--,--,--, ,0.0,4.93,100.0,5.0,10.0,591.00
069483,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.02,100.0,1.06,10.0,52.10
069484,20210129,9000.0,1.0,"8,100",0.9,0.9,0.9,0.9,+,0.13,0.78,100.0,0.79,50.0,875.00
069485,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,101.00
069486,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.14,100.0,3.22,10.0,50.50
069487,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,21.0,"2,940.00"
069488,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.09,90.0,"2,940.00"
069489,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,71.60
069490,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.97,100.0,3.04,10.0,394.00
069491,20210129,6000.0,1.0,"1,020",0.17,0.17,0.17,0.17,-,0.08,0.15,100.0,0.16,50.0,86.50
069492,20210129,5000.0,1.0,"3,250",0.65,0.65,0.65,0.65,-,0.13,0.64,100.0,0.65,50.0,86.50
069493,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,482.00
069494,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,16.0,293.50
069496,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,174.50
069497,20210129,1000.0,1.0,100,0.1,0.1,0.1,0.1,X,0.0,0.06,100.0,0.07,100.0,0.00
069498,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.02,100.0,0.00
069499,20210129,382000.0,4.0,"87,800",0.22,0.23,0.22,0.23,+,0.01,0.23,499.0,0.24,30.0,4.10
069500,20210129,101000.0,2.0,"42,330",0.42,0.42,0.33,0.33,-,0.08,0.33,499.0,0.34,30.0,216.00
069501,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,100.0,16.45
069502,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,100.0,15.35
069503,20210129,0.0,0.0,0,--,--,--,--, ,0.0,7.15,499.0,7.3,100.0,50.00
069504,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.03,100.0,42.45
069505,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,198.00
069506,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.23,499.0,0.24,100.0,19.90
069507,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,5.0,56.40
069508,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,293.50
069509,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.41,100.0,0.42,10.0,27.40
069510,20210129,105000.0,8.0,"215,920",2.14,2.14,1.66,1.66,-,0.32,1.54,100.0,1.55,50.0,27.05
069511,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.42,100.0,0.52,10.0,286.50
069512,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.22,100.0,1.23,50.0,52.10
069513,20210129,320000.0,4.0,"1,203,200",3.76,3.76,3.76,3.76,X,0.0,3.27,100.0,3.37,10.0,14.75
069514,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.07,499.0,--,0.0,105.00
069515,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.52,100.0,--,0.0,12.55
069516,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,78.10
069517,20210129,0.0,0.0,0,--,--,--,--, ,0.0,4.53,100.0,--,0.0,84.00
069518,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.16,100.0,0.26,10.0,28.15
069520,20210129,52000.0,4.0,"36,920",0.71,0.71,0.71,0.71,X,0.0,0.71,94.0,0.72,50.0,155.00
069521,20210129,20000.0,1.0,"3,800",0.19,0.19,0.19,0.19,X,0.0,0.15,100.0,0.25,10.0,97.40
069522,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,100.0,0.1,10.0,112.50
069523,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,174.50
069524,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.09,100.0,0.19,10.0,160.50
069525,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.21,100.0,0.22,100.0,51.80
069526,20210129,108000.0,3.0,"284,960",2.64,2.64,2.62,2.62,-,0.02,2.43,10.0,2.44,10.0,591.00
069527,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,115.0,0.11,10.0,8.42
069528,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,25.0,0.11,10.0,27.40
069529,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.11,25.0,0.12,10.0,81.00
069530,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,"1,000.00"
069531,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.8,25.0,1.85,10.0,105.00
069532,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,482.00
069533,20210129,45000.0,4.0,"84,750",1.84,1.95,1.8,1.8,-,0.08,--,0.0,--,0.0,395.00
069534,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,395.00
069535,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.12,25.0,0.13,10.0,41.30
069536,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.06,25.0,0.16,10.0,826.00
069537,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.2,10.0,77.60
069538,20210129,0.0,0.0,0,--,--,--,--, ,0.0,6.5,100.0,--,0.0,50.00
069539,20210129,0.0,0.0,0,--,--,--,--, ,0.0,7.5,100.0,--,0.0,50.00
069540,20210129,0.0,0.0,0,--,--,--,--, ,0.0,5.6,100.0,--,0.0,50.00
069541,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,42.45
069542,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,42.45
069543,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.2,100.0,3.3,10.0,591.00
069544,20210129,987000.0,18.0,"607,990",1.04,1.04,0.32,0.32,-,0.5,0.48,100.0,0.49,50.0,27.05
069545,20210129,20000.0,1.0,"4,400",0.22,0.22,0.22,0.22,-,0.11,0.18,100.0,0.19,50.0,52.10
069546,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.02,100.0,0.03,50.0,130.50
069547,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.27,100.0,1.32,10.0,875.00
069548,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.45,100.0,1.5,10.0,875.00
069549,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.04,100.0,1.1,10.0,875.00
069550,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.18,100.0,0.19,50.0,159.50
069551,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.76,100.0,0.77,10.0,86.50
069552,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.04,100.0,--,0.0,482.00
069553,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.03,45.0,114.00
069554,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.91,100.0,2.99,10.0,12.10
069555,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,5.25,10.0,226.00
069556,20210129,0.0,0.0,0,--,--,--,--, ,0.0,6.6,25.0,7.1,25.0,591.00
069557,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,25.0,0.11,25.0,19.95
069558,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.66,25.0,0.68,25.0,19.90
069559,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,10.0,0.05,10.0,0.00
069560,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,10.0,0.05,10.0,0.00
069561,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,73.60
069562,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,10.0,0.1,10.0,293.50
069563,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.07,10.0,0.1,10.0,77.60
069564,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.1,100.0,0.2,10.0,405.50
069565,20210129,0.0,0.0,0,--,--,--,--, ,0.0,11.4,100.0,12.4,10.0,111.50
069566,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,100.0,0.11,10.0,27.05
069567,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.25,100.0,3.31,50.0,875.00
069568,20210129,10000.0,1.0,"1,000",0.1,0.1,0.1,0.1,-,0.01,0.09,12.0,0.1,10.0,8.05
069569,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.02,100.0,--,0.0,71.60
069570,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.58,100.0,1.68,10.0,65.90
069571,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.49,100.0,0.59,10.0,86.50
069572,20210129,20000.0,1.0,"10,200",0.51,0.51,0.51,0.51,X,0.0,0.42,100.0,0.43,100.0,86.50
069573,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,114.00
069574,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,103.50
069575,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.1,100.0,0.2,10.0,115.00
069576,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.03,100.0,0.13,10.0,826.00
069577,20210129,0.0,0.0,0,--,--,--,--, ,0.0,5.3,100.0,5.8,10.0,226.00
069578,20210129,0.0,0.0,0,--,--,--,--, ,0.0,4.57,499.0,4.67,100.0,56.50
069579,20210129,20000.0,3.0,"58,650",2.59,3.32,2.59,3.23,X,0.0,2.94,499.0,3.03,100.0,47.90
069580,20210129,7000.0,5.0,"15,470",2.36,2.36,1.99,1.99,-,0.11,1.74,499.0,1.79,100.0,28.65
069581,20210129,155000.0,13.0,"11,950",0.15,0.15,0.03,0.03,X,0.0,0.02,499.0,0.03,90.0,27.05
069582,20210129,250000.0,2.0,"10,000",0.04,0.04,0.04,0.04,X,0.0,0.03,100.0,--,0.0,52.10
069583,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,100.0,86.50
069584,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.46,499.0,0.47,100.0,22.70
069585,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,100.0,482.00
069586,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,395.00
069587,20210129,0.0,0.0,0,--,--,--,--, ,0.0,5.7,25.0,5.85,10.0,20.73
069588,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,25.0,0.02,10.0,33.25
069589,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.1,29.0,0.16,50.0,25.10
069590,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.02,25.0,0.03,10.0,24.05
069591,20210129,0.0,0.0,0,--,--,--,--, ,0.0,8.3,25.0,8.65,10.0,50.00
069592,20210129,187000.0,12.0,"968,300",5.65,5.95,4.64,4.7,-,0.25,4.77,25.0,4.82,10.0,574.00
069593,20210129,0.0,0.0,0,--,--,--,--, ,0.0,4.5,25.0,4.6,10.0,574.00
069594,20210129,1998000.0,5.0,"489,460",0.32,0.32,0.17,0.17,X,0.0,0.14,25.0,--,0.0,27.05
069595,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.99,25.0,3.09,10.0,286.50
069596,20210129,110000.0,2.0,"43,300",0.4,0.4,0.33,0.33,-,0.32,0.33,10.0,0.34,10.0,66.70
069597,20210129,326000.0,12.0,"228,760",0.88,0.88,0.68,0.7,-,0.19,0.69,25.0,0.71,10.0,37.00
069598,20210129,85000.0,4.0,"504,000",7.6,7.6,5.7,5.7,-,0.55,5.8,25.0,5.95,10.0,50.50
069599,20210129,50000.0,1.0,"3,000",0.06,0.06,0.06,0.06,X,0.0,0.04,25.0,0.05,10.0,9.62
069600,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.02,25.0,0.4,18.0,78.10
069601,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,25.0,0.02,10.0,482.00
069602,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.02,25.0,--,0.0,482.00
069603,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.51,25.0,0.52,10.0,216.00
069604,20210129,63000.0,9.0,"189,440",3.34,3.34,2.85,2.85,+,0.27,2.38,25.0,3.4,50.0,395.00
069605,20210129,0.0,0.0,0,--,--,--,--, ,0.0,4.94,25.0,5.2,10.0,84.00
069606,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.38,25.0,0.39,10.0,92.40
069607,20210129,0.0,0.0,0,--,--,--,--, ,0.0,4.05,25.0,4.15,10.0,12.10
069608,20210129,20000.0,2.0,"44,000",2.2,2.2,2.2,2.2,X,0.0,2.25,25.0,2.35,10.0,12.10
069609,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.03,25.0,0.04,10.0,112.50
069610,20210129,111000.0,4.0,"7,760",0.07,0.07,0.06,0.06,-,0.03,0.06,25.0,0.07,10.0,826.00
069611,20210129,0.0,0.0,0,--,--,--,--, ,0.0,7.4,25.0,7.6,10.0,226.00
069612,20210129,175000.0,8.0,"535,590",3.18,3.22,3.02,3.02,-,0.09,3.02,301.0,3.05,10.0,50.00
069613,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.02,108.0,0.03,49.0,42.45
069614,20210129,0.0,0.0,0,--,--,--,--, ,0.0,4.23,499.0,4.32,10.0,111.50
069615,20210129,1000.0,1.0,"4,500",4.5,4.5,4.5,4.5,X,0.0,4.46,108.0,4.5,108.0,574.00
069616,20210129,0.0,0.0,0,--,--,--,--, ,0.0,6.35,499.0,6.75,10.0,591.00
069617,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.86,499.0,3.91,10.0,591.00
069618,20210129,261000.0,11.0,"124,150",0.58,0.58,0.43,0.43,-,0.17,0.43,408.0,0.44,408.0,451.50
069619,20210129,6000.0,1.0,"11,580",1.93,1.93,1.93,1.93,+,0.29,1.75,499.0,1.77,10.0,875.00
069620,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.11,10.0,2.21,10.0,65.90
069621,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.54,10.0,1.64,10.0,395.00
069622,20210129,10000.0,1.0,"13,500",1.35,1.35,1.35,1.35, ,0.0,1.21,10.0,1.3,15.0,395.00
069623,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.07,408.0,0.1,408.0,114.00
069625,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.87,10.0,2.96,10.0,12.10
069626,20210129,403000.0,3.0,"344,550",0.86,0.86,0.85,0.85,X,0.0,0.85,25.0,0.86,25.0,405.50
069627,20210129,0.0,0.0,0,--,--,--,--, ,0.0,6.6,25.0,6.7,10.0,50.00
069628,20210129,0.0,0.0,0,--,--,--,--, ,0.0,6.05,25.0,6.15,10.0,50.00
069629,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.8,25.0,1.85,25.0,282.50
069630,20210129,43000.0,6.0,"148,120",3.44,3.56,2.92,2.92,-,0.18,2.86,25.0,2.87,25.0,27.05
069631,20210129,18000.0,2.0,"23,840",1.4,1.4,1.32,1.32,-,0.07,1.21,25.0,1.22,25.0,52.10
069632,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.37,25.0,--,0.0,875.00
069633,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.49,25.0,1.5,25.0,394.00
069634,20210129,554000.0,23.0,"536,080",1.01,1.03,0.93,0.93,-,0.05,0.92,25.0,0.93,25.0,86.50
069635,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.52,50.0,0.53,50.0,482.00
069636,20210129,43000.0,8.0,"45,760",1.13,1.13,1.0,1.0,-,0.09,0.98,25.0,0.99,25.0,519.00
069637,20210129,5000.0,1.0,"3,550",0.71,0.71,0.71,0.71,-,0.04,0.66,25.0,0.67,25.0,160.50
069638,20210129,8000.0,4.0,"5,160",0.76,0.76,0.51,0.51,-,0.16,0.48,25.0,0.49,25.0,77.60
069639,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.54,10.0,0.7,5.0,0.00
069640,20210129,20000.0,2.0,"1,400",0.07,0.07,0.07,0.07, ,0.0,0.07,499.0,0.09,10.0,0.00
069641,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
069642,20210129,67000.0,4.0,"115,090",2.11,2.11,1.59,1.59,-,0.38,1.62,499.0,1.63,300.0,0.00
069643,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,25.0,0.02,25.0,8.05
069644,20210129,21000.0,2.0,"2,100",0.1,0.1,0.1,0.1,-,0.05,0.06,10.0,0.1,10.0,286.50
069645,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,10.0,0.1,10.0,92.40
069646,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,10.0,0.1,10.0,265.50
069647,20210129,110000.0,3.0,"32,600",0.31,0.31,0.29,0.29,-,0.06,0.26,10.0,0.27,10.0,100.50
069648,20210129,5000.0,1.0,"3,050",0.61,0.61,0.61,0.61,-,0.05,0.51,100.0,0.52,10.0,30.26
069649,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.29,100.0,0.39,10.0,28.70
069650,20210129,0.0,0.0,0,--,--,--,--, ,0.0,5.7,100.0,--,0.0,50.00
069651,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.35,100.0,3.44,10.0,574.00
069652,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.02,100.0,0.12,10.0,37.00
069653,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,198.00
069654,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,"2,940.00"
069655,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.12,100.0,0.13,10.0,86.50
069656,20210129,10000.0,1.0,"29,300",2.93,2.93,2.93,2.93,X,0.0,2.66,100.0,2.75,10.0,12.10
069657,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.37,100.0,0.38,100.0,826.00
069658,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.04,100.0,0.14,10.0,109.50
069659,20210129,2000.0,1.0,520,0.26,0.26,0.26,0.26,X,0.0,0.21,100.0,0.22,100.0,77.60
069660,20210129,176000.0,2.0,"31,680",0.18,0.18,0.18,0.18,-,0.02,0.14,100.0,0.48,20.0,100.50
069661,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.13,10.0,0.14,10.0,37.80
069662,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.87,10.0,2.88,10.0,282.50
069663,20210129,168000.0,7.0,"176,890",1.11,1.11,0.92,0.92,-,0.12,0.85,10.0,0.86,10.0,220.50
069664,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.52,10.0,0.53,10.0,125.00
069665,20210129,0.0,0.0,0,--,--,--,--, ,0.0,5.35,10.0,5.4,10.0,226.00
069666,20210129,0.0,0.0,0,--,--,--,--, ,0.0,4.78,100.0,4.84,10.0,128.20
069667,20210129,23000.0,3.0,"73,860",3.24,3.24,3.18,3.18,X,0.0,3.0,100.0,3.1,10.0,56.50
069668,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.06,10.0,7.64
069669,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.07,100.0,0.08,50.0,24.05
069670,20210129,0.0,0.0,0,--,--,--,--, ,0.0,5.5,100.0,--,0.0,50.00
069671,20210129,0.0,0.0,0,--,--,--,--, ,0.0,7.5,100.0,--,0.0,50.00
069672,20210129,0.0,0.0,0,--,--,--,--, ,0.0,6.0,100.0,--,0.0,50.00
069673,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,42.45
069674,20210129,639000.0,45.0,"2,163,090",3.58,3.65,2.91,2.91,-,0.33,2.89,100.0,2.91,49.0,591.00
069675,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.93,100.0,1.98,10.0,39.30
069676,20210129,41000.0,3.0,"20,510",0.51,0.51,0.49,0.51,-,0.02,0.39,100.0,0.4,50.0,286.50
069677,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.65,100.0,0.66,10.0,52.10
069678,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.11,100.0,1.12,10.0,52.10
069679,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.84,100.0,0.87,10.0,451.50
069680,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,100.0,0.11,10.0,86.50
069681,20210129,20000.0,2.0,"3,900",0.2,0.2,0.19,0.19,-,0.14,0.14,100.0,0.15,50.0,37.00
069682,20210129,20000.0,1.0,"23,200",1.16,1.16,1.16,1.16,X,0.0,1.14,100.0,1.2,10.0,875.00
069683,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.14,100.0,0.15,50.0,101.00
069684,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.1,100.0,0.11,50.0,8.05
069685,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.06,100.0,0.07,50.0,67.40
069686,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.04,100.0,0.05,50.0,78.10
069687,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,482.00
069688,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,395.00
069689,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.24,100.0,--,0.0,12.10
069690,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,174.50
069691,20210129,987000.0,130.0,"1,414,850",1.46,1.59,1.32,1.33,-,0.08,1.33,358.0,1.34,6.0,591.00
069692,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,"2,940.00"
069693,20210129,50000.0,1.0,"10,000",0.2,0.2,0.2,0.2,-,0.16,0.2,108.0,0.3,108.0,86.50
069694,20210129,0.0,0.0,0,--,--,--,--, ,0.0,11.0,50.0,11.4,50.0,111.50
069695,20210129,0.0,0.0,0,--,--,--,--, ,0.0,6.25,50.0,6.3,50.0,574.00
069696,20210129,0.0,0.0,0,--,--,--,--, ,0.0,5.95,50.0,6.0,50.0,574.00
069697,20210129,0.0,0.0,0,--,--,--,--, ,0.0,5.6,50.0,5.65,50.0,591.00
069698,20210129,0.0,0.0,0,--,--,--,--, ,0.0,6.25,50.0,6.3,50.0,591.00
069699,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.83,25.0,1.85,10.0,286.50
069700,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.03,25.0,0.04,25.0,42.60
069701,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.01,6.0,1.03,25.0,170.50
069702,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.04,25.0,0.05,10.0,27.40
069703,20210129,11000.0,2.0,"2,480",0.21,0.38,0.21,0.38,+,0.11,0.14,10.0,0.18,10.0,9.26
069704,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,25.0,0.02,10.0,16.65
069705,20210129,0.0,0.0,0,--,--,--,--, ,0.0,8.45,25.0,8.6,10.0,574.00
069706,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.16,25.0,2.2,10.0,39.30
069707,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.03,25.0,0.04,10.0,130.50
069708,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.02,25.0,0.03,10.0,86.50
069709,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.28,25.0,3.38,10.0,875.00
069710,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,25.0,0.02,10.0,101.00
069711,20210129,90000.0,1.0,900,0.01,0.01,0.01,0.01,X,0.0,0.01,25.0,0.02,10.0,28.45
069712,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.68,25.0,0.74,10.0,127.50
069713,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.22,25.0,0.23,10.0,86.50
069714,20210129,85000.0,3.0,"36,900",0.45,0.45,0.42,0.42,-,0.01,0.41,25.0,0.42,10.0,9.62
069715,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,25.0,0.02,10.0,212.50
069716,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,6.72
069717,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.1,25.0,0.2,10.0,4.10
069718,20210129,32000.0,5.0,"170,420",5.65,5.7,4.81,4.81,-,4.89,4.81,25.0,8.5,2.0,111.50
069719,20210129,0.0,0.0,0,--,--,--,--, ,0.0,6.15,25.0,6.65,10.0,591.00
069720,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.22,25.0,2.32,10.0,269.50
069721,20210129,260000.0,32.0,"345,340",1.51,1.64,0.81,0.87,-,0.42,0.93,25.0,0.95,10.0,27.05
069722,20210129,60000.0,5.0,"20,900",0.41,0.42,0.21,0.21,-,0.09,0.17,25.0,0.27,10.0,37.00
069723,20210129,78000.0,6.0,"62,160",0.9,0.9,0.68,0.68,X,0.0,0.3,10.0,0.6,10.0,220.50
069724,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.02,25.0,0.12,10.0,8.05
069725,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.34,25.0,0.44,10.0,86.50
069726,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.32,25.0,2.42,10.0,13.05
069727,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.25,25.0,0.35,10.0,209.50
069728,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.75,10.0,1.25,10.0,125.00
069729,20210129,300000.0,2.0,"206,000",0.72,0.72,0.68,0.68,-,0.23,0.39,15.0,0.68,10.0,156.00
069730,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.16,25.0,0.26,10.0,100.50
069731,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,5.65,1.0,0.00
069732,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,10.0,0.05,10.0,0.00
069733,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,10.0,0.05,10.0,0.00
069734,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.93,10.0,1.03,10.0,0.00
069735,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.03,10.0,0.08,10.0,0.00
069736,20210129,20000.0,2.0,"23,000",1.15,1.15,1.15,1.15,+,0.03,1.11,100.0,1.14,30.0,19.30
069737,20210129,0.0,0.0,0,--,--,--,--, ,0.0,4.16,10.0,--,0.0,50.50
069739,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,100.0,405.50
069740,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.18,499.0,1.24,100.0,269.50
069741,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.05,100.0,45.20
069742,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,499.0,0.02,100.0,23.25
069743,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.1,499.0,0.12,100.0,286.50
069744,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.75,499.0,0.84,100.0,65.90
